0~499 Day Event,,,,,,,,,,,,,,,,
500~999 Story,,,,,,,,,,,,,,,,
1000~1999 퀘스트보드,,,,,,,,,,,,,,,,
"2000~9999 NPC이벤트",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Type(Bubble:Quest),ID,keyName,index,optionString,mainText_KR,mainText_EN,mainText_JP,mainText_SCC,,,Title_KR,Title_EN,Title_JP,Title_SCC,,
Quest,1101,Quest_101,0,@Action::1101::Action,※희귀 몬스터 정보\\대상 : 어스골렘,※Rare Monster Information\\Target : Earth Golem,※レアモンスター情報\\対象：アースゴーレム,※稀有怪物信息\\对象 : 土元素巨像,,,어스 골렘의 핵,Earth Golem's Core,アースゴーレムのコア,土元素巨像的核心,,
,,,1,,초보자 던전에 성체급 어스골렘이 목격되었습니다.,An adult^level Earth Golem has been sighted in the Novice Dungeon.,初心者ダンジョンで成体級のアースゴーレムが目撃されました。,在新手地下城目击到了成年级别的土元素巨像。,,,,,,,,
,,,2,,골렘의 핵은 원소술사들에게 꼭 필요한 물질이며- 연금술사들도 없어서 못구하는 재료입니다.,Golem cores are essential materials for elemental magicians- and alchemists can't get enough of them.,ゴーレムの核は元素術師たちに必要不可欠な物質であり、錬金術師たちも手に入れられずに困っている材料です。,巨像的核心是元素术士们必需的物质- 炼金术士们也是求之不得的材料。,,,,,,,,
,,,3,,지나친 골렘의 남획으로 인해 골렘의 핵 수급이 어려운 현재 매우 고가에 거래되고 있는 상황입니다.\\길드에서도 비싼값에 매입하고 있으므로 획득하게 되신다면 길드를 찾아주세요.,Due to excessive golem hunting- golem cores are currently being traded at very high prices.\\The guild is also buying them at high prices- so please visit the guild if you obtain any.,過度なゴーレムの乱獲により、ゴーレムの核の供給が難しくなっている現在、非常に高値で取引されています。\\ギルドでも高値で買い取っているので、入手された場合はギルドを訪ねてください。,由于过度捕猎巨像- 目前巨像核心的供应变得困难- 正在以高价交易。\\公会也在以高价收购- 如果获得请来公会。,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Quest,1110,Quest_110,0,@Action::1110::Action,※[몬스터 웨이브] 경고※,※[Monster Wave] Warning※,※[モンスターウェーブ]警告※,※[怪物潮汐]警告※,,,※[몬스터 웨이브] 경고※,※[Monster Wave] Warning※,※[モンスターウェーブ]警告※,※[怪物潮汐]警告※,,
,,,1,,\현재 [몬스터 웨이브]가 진행중입니다.,\A [Monster Wave] is currently in progress.,\現在[モンスターウェーブ]が進行中です。,\目前[怪物潮汐]正在进行中。,,,,,,,,
,,,2,,모험가분들은 당분간 던전 탐험 시 각별히 주의하시기를 바랍니다.,Adventurers are advised to take extra caution when exploring dungeons for the time being.,冒険者の皆様はしばらくの間、ダンジョン探索時に特に注意されるようお願いします。,请冒险者们在近期探索地下城时格外小心。,,,,,,,,
,,,3,,\\★모험 상식★,\★Adventure Knowledge★,\★冒険の常識★,\★冒险常识★,,,,,,,,
,,,4,,\[몬스터 웨이브]란?,\What is a [Monster Wave]?,[モンスターウェーブ]とは？,\什么是[怪物潮汐]？,,,,,,,,
,,,5,,일정 기간 던전 안의 몬스터들이 급격하게 강해지는 현상을 말함,It refers to the phenomenon where monsters in dungeons become significantly stronger for a certain period,一定期間ダンジョン内のモンスターが急激に強くなる現象のこと,指地下城内的怪物在一定时期内急剧变强的现象,,,,,,,,
,,,6,,주기적으로 발생하며- 아직 정확한 원인은 알 수 없음,Occurs periodically - exact cause still unknown,周期的に発生し、まだ正確な原因は不明,周期性发生，目前确切原因尚不清楚,,,,,,,,
,,,7,,모든 던전에 동시에 발생하므로- 이 기간엔 평소보다 주의를 요구함,Happens simultaneously in all dungeons - requiring more caution than usual during this period,すべてのダンジョンで同時に発生するため、この期間は普段より注意が必要,同时发生在所有地下城，此期间需比平时更加谨慎,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Quest,1111,Quest_111,0,@Action::1111::Action,※[몬스터 대토벌] 공고※,※[Monster Extermination] Notice※,※[モンスター大討伐]告知※,※[怪物大讨伐]公告※,,,※[몬스터 대토벌] 공고※,※[Monster Extermination] Notice※,※[モンスター大討伐]告知※,※[怪物大讨伐]公告※,,
,,,1,,\현재 [몬스터 대토벌] 기간입니다.,\The [Monster Extermination] period is currently in effect.,\現在[モンスター大討伐]期間です。,\目前正值[怪物大讨伐]期间。,,,,,,,,
,,,2,,던전의 더 깊은 곳과 더 강한 몬스터에 도전해보세요.,Challenge deeper parts of dungeons and stronger monsters.,ダンジョンのより深い場所とより強いモンスターに挑戦してみてください。,挑战地下城更深处和更强大的怪物吧。,,,,,,,,
,,,3,,특별 의뢰도 다량 접수되어 있으니 모험가분들의 많은 참여를 바랍니다.,Many special requests have also been filed - so we encourage adventurers to participate.,特別依頼も多数受け付けていますので、冒険者の皆様の多くの参加をお願いします。,特别委托也已大量受理，期待冒险者们的积极参与。,,,,,,,,
,,,4,,\\★모험 상식★,\★Adventure Knowledge★,\★冒険の常識★,\★冒险常识★,,,,,,,,
,,,5,,\[몬스터 대토벌]이란?,\What is [Monster Extermination]?,[モンスター大討伐]とは？,\什么是[怪物大讨伐]？,,,,,,,,
,,,6,,여신님의 가호로 인해 모든 몬스터들이 약화되는 현상,A phenomenon where all monsters are weakened due to the Goddess's blessing,女神様の加護により全てのモンスターが弱体化する現象,因女神的护佑而导致所有怪物减弱的现象,,,,,,,,
,,,7,,정해진 주기는 없지만- 한 번 시작되면 종료까지의 시간은 정해져 있음,There is no set cycle - but once it begins - the duration until its end is fixed,決まった周期はありませんが、一度始まると終了までの時間は決まっています,没有固定周期，但一旦开始，结束时间是固定的,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Quest,1140,Quest_140,0,,초보자 던전에 위험이 다가오고 있다.\대비가 필요하다.,Danger is approaching the Novice dungeon. \Preparation is needed.,初心者ダンジョンに危険が迫っている。\対策が必要だ。,危险正在逼近新手地下城。\需要做好准备。,,,던전의 재앙,Catastrophe of the Dungeon,ダンジョンの災厄,地下城的灾难,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Quest,1141,Quest_141,0,,계속해서 재앙이 찾아온다. \해결 할 방법을 찾자.,Disasters keep coming. \Find a way to resolve them.,災害が続けて訪れている。\解決方法を見つけよう。,灾难接二连三地来临。 \让我们找到解决的方法。,,,지속되는 재앙,The catastrophe continues,続く災厄,持续的灾难,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Quest,1150,Quest_150,0, @Day::14::Day@,고블린이 분명 다시 올 것 같다.\\던전이 위험해질 수도 있으니 단단히 준비하자!,The goblins will definitely come back. \Prepare well as the dungeon might become dangerous!,ゴブリンが確実に再び来るようだ。\ダンジョンが危険になるかもしれないので、しっかり準備しよう！,哥布林肯定会再来的。\\地下城可能会变得危险- 要做好充分准备！,,,고블린의 재방문,Goblin Revisited,ゴブリンの再訪,哥布林的再次来访,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Quest,1151,Quest_151,0, @Day::12::Day@,은퇴한 영웅이 던전에 방문할 계획을 세우고 있다.\\던전이 격파당하지 않도록 단단히 준비하자!,A retired hero is planning to visit the dungeon. \Prepare thoroughly to ensure the dungeon is not defeated!,引退した英雄がダンジョンを訪れる計画を立てている。\ダンジョンが破壊されないようにしっかり準備しよう！,退休的英雄计划访问地下城。\\为了不让地下城被攻破- 要做好充分准备！,,,은퇴한 영웅,Retired Heroes,引退した英雄,退休的英雄,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,2000,Staff_A_0,0,,안녕하세요. 길드에는 어떤 용무로 오셨나요?,Hello. What brings you to the guild?,こんにちは。ギルドには何のご用でしょうか？,你好。来公会有什么事吗？,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,2001,Staff_A_1,0,@Option::2000::Option,안녕하세요. 길드에는 어떤 용무로 오셨나요?,Hello. What brings you to the guild?,こんにちは。ギルドには何のご用でしょうか？,你好。来公会有什么事吗？,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,2100,Staff_A_100,0, @Target::Player::Target @Pos::Down::Pos,최근에 초보자 던전에 좋은 약초가 나온다는 소문이……,Recently- there's a rumor about good herbs appearing in the Novice Dungeon......,最近、初心者ダンジョンに良い薬草が出るという噂が……,最近听说新手地下城出产好的药草……,,,던전 홍보,Dungeon Promotion,ダンジョン広報,地下城宣传,,
,,,1, @Action::2100::Action,꽤나 강한 몬스터가 있어서 애먹고 있는……,There's quite a strong monster causing trouble......,かなり強いモンスターがいて苦労しているとか……,好像有相当强的怪物- 让人很头疼……,,,,,,,,
,,,2, @Target::Staff_A::Target @Pos::Up::Pos ,정보 감사합니다. 전달 해 놓겠습니다.,Thank you for the information. I'll pass it on.,情報ありがとうございます。伝えておきます。,谢谢提供信息。我会转达的。,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,2101,Staff_A_101,0, @Target::Player::Target @Pos::Down::Pos,혹시 최근에 들려오는 쓸만한 정보는 없나요?,Is there any useful information going around recently?,もしかして、最近聞こえてくる使えそうな情報はありませんか？,最近有什么有用的消息吗？,,,소식 묻기,Ask for News,ニュースの問い合わせ,询问消息,,
,,,1, @Target::Staff_A::Target@Pos::Up::Pos,음… 지금은 딱히 없네요.,Hmm... Nothing in particular right now.,うーん… 今のところ特にないですね。,嗯… 现在没有什么特别的。,,,,,,,,
,,,2,,좌측에 게시판도 한번 확인해 보세요.,Please check the bulletin board on the left as well.,左側の掲示板も一度確認してみてください。,看看左边的公告栏吧。,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,2102,Staff_A_Herb,0, @Target::Player::Target @Pos::Down::Pos,혹시 최근에 들려오는 쓸만한 정보는 없나요?,Is there any useful information going around recently?,もしかして、最近聞こえてくる使えそうな情報はありませんか？,最近有什么有用的消息吗？,,,북쪽 나라의 전쟁,War in the Northern Country,北国の戦争,北方国家的战争,,
,,,1, @Target::Staff_A::Target@Pos::Up::Pos,현재 북쪽 지역에서 전쟁이 일어났다고 해요.,A war has broken out in the northern region.,北部地域で戦争が起きたそうです。,现在北方地区发生了战争。,,,,,,,,
,,,2,,많은 부상자가 발생해서 \회복 포션을 위한 약초의 수요가 폭증한 상태입니다.,Many casualties have resulted in a surge in \demand for healing herbs used in recovery potions.,多くの負傷者が出て、\回復ポーション用の薬草の需要が急増しています。,因为有很多伤员- \恢复药剂的需求激增- 药草变得稀缺了。,,,,,,,,
,,,3, @Action::2102::Action,저희 길드도 평소보다 비싼 값에 매입하고 있으므로 \약초를 발견하면 길드를 방문해주세요.,Our guild is purchasing herbs at higher prices than usual- \so please visit us if you find any.,私たちのギルドも通常よりも高値で買い取っていますので、\薬草を見つけたらギルドにお立ち寄りください。,我们公会也以比平常更高的价格收购-\如果发现药草- 请来公会。,,,,,,,,
,,,4, @Target::Player::Target @Pos::Down::Pos,감사합니다.,Thank you.,ありがとうございます。,谢谢。,,,,,,,,
,,,5,,(당분간 약초를 찾는 사람들이 많을 것 같아. 준비하자),(There will likely be many people looking for herbs soon. I should prepare),（しばらくは薬草を探す人が多そうだ。準備しておこう）,（近期寻找草药的人应该会很多。做好准备吧）,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,2103,Staff_A_Mineral,0, @Target::Staff_A::Target@Pos::Up::Pos,옆 나라 왕국에서 성 재건축 작업이 한창입니다.,The neighboring kingdom is busy with castle reconstruction.,隣国の王国で城の再建工事が盛んに行われています。,邻国正在进行城堡重建工程。,,,옆나라 성의 재건축,Reconstruction of Neighboring Castle,隣国の城の再建,邻国城堡的重建,,
,,,1,,따라서 자재로 쓸만한 광물들이 불티나게 팔리고 있어요.,Therefore- minerals suitable for \construction materials are selling like hotcakes.,そのため- 建材として使える鉱物が飛ぶように売れています。,因此- 可用作建材的矿物正在热销。,,,,,,,,
,,,2, @Action::2103::Action,막대한 수요로 인해 품질을 따지지 않고 매입중이라고 하니 참고하세요.,Due to massive demand- they're buying regardless of quality- \so please keep that in mind.,膨大な需要により品質を問わず買い取っているそうですので- \ご参考ください。,据说由于需求量巨大- 他们不计质量都在收购- 请参考。,,,,,,,,
